"filename","DGPid","trueATE"
"high2846",47,0.17121050152692
"high2847",26,0.216588097389286
"high2848",45,0.146353197214364
"high2849",45,0.146353197214364
"high285",3,-0.800000000000001
"high2850",45,0.146353197214364
"high2851",53,0.17121050152692
"high2852",47,0.17121050152692
"high2853",54,-0.2502917
"high2854",25,-0.279808785174019
"high2855",53,0.17121050152692
"high2856",48,0.220975439343995
"high2857",54,-0.2502917
"high2858",26,0.216588097389286
"high2859",56,-0.280333082581458
"high286",9,12.62
"high2860",45,0.146353197214364
"high2861",51,0.146353197214364
"high2862",50,0.251199875828373
"high2863",48,0.220975439343995
"high2864",26,0.216588097389286
"high2865",49,0.231331621335453
"high2866",52,0.197006069193618
"high2867",47,0.17121050152692
"high2868",27,0.260826425527279
"high2869",51,0.146353197214364
"high287",4,2.1
"high2870",56,-0.280333082581458
"high2871",45,0.146353197214364
"high2872",28,0.291627383631446
"high2873",50,0.251199875828373
"high2874",51,0.146353197214364
"high2875",46,0.197006069193618
"high2876",48,0.220975439343995
"high2877",26,0.216588097389286
"high2878",45,0.146353197214364
"high2879",54,-0.2502917
"high288",10,9.134
"high2880",55,0.687319715863923
"high2881",47,0.17121050152692
"high2882",25,-0.279808785174019
"high2883",54,-0.2502917
"high2884",48,0.220975439343995
"high2885",50,0.251199875828373
"high2886",47,0.17121050152692
"high2887",48,0.220975439343995
"high2888",26,0.216588097389286
"high2889",55,0.687319715863923
"high289",14,61.11
"high2890",51,0.146353197214364
"high2891",48,0.220975439343995
"high2892",51,0.146353197214364
"high2893",27,0.260826425527279
"high2894",28,0.291627383631446
"high2895",50,0.251199875828373
"high2896",45,0.146353197214364
"high2897",53,0.17121050152692
"high2898",56,-0.280333082581458
"high2899",54,-0.2502917
"high29",4,2.1
"high290",5,-0.3429
"high2900",51,0.146353197214364
"high2901",28,0.291627383631446
"high2902",45,0.146353197214364
"high2903",56,-0.280333082581458
"high2904",50,0.251199875828373
"high2905",25,-0.279808785174019
"high2906",55,0.687319715863923
"high2907",54,-0.2502917
"high2908",55,0.687319715863923
"high2909",55,0.687319715863923
"high291",13,-0.8486
"high2910",46,0.197006069193618
"high2911",53,0.17121050152692
"high2912",53,0.17121050152692
"high2913",25,-0.279808785174019
"high2914",47,0.17121050152692
"high2915",46,0.197006069193618
"high2916",51,0.146353197214364
"high2917",45,0.146353197214364
"high2918",46,0.197006069193618
"high2919",51,0.146353197214364
"high292",12,-3.159
"high2920",28,0.291627383631446
"high2921",25,-0.279808785174019
"high2922",25,-0.279808785174019
"high2923",50,0.251199875828373
"high2924",28,0.291627383631446
"high2925",51,0.146353197214364
"high2926",52,0.197006069193618
"high2927",52,0.197006069193618
"high2928",56,-0.280333082581458
"high2929",51,0.146353197214364
"high293",5,-0.3429
"high2930",56,-0.280333082581458
"high2931",27,0.260826425527279
"high2932",28,0.291627383631446
"high2933",28,0.291627383631446
"high2934",56,-0.280333082581458
"high2935",46,0.197006069193618
"high2936",53,0.17121050152692
"high2937",56,-0.280333082581458
"high2938",50,0.251199875828373
"high2939",26,0.216588097389286
"high294",15,-0.16058
"high2940",48,0.220975439343995
"high2941",49,0.231331621335453
"high2942",28,0.291627383631446
"high2943",47,0.17121050152692
"high2944",46,0.197006069193618
"high2945",56,-0.280333082581458
"high2946",48,0.220975439343995
"high2947",25,-0.279808785174019
"high2948",54,-0.2502917
"high2949",53,0.17121050152692
"high295",2,0.8
"high2950",52,0.197006069193618
"high2951",50,0.251199875828373
"high2952",25,-0.279808785174019
"high2953",56,-0.280333082581458
"high2954",50,0.251199875828373
"high2955",25,-0.279808785174019
"high2956",56,-0.280333082581458
"high2957",47,0.17121050152692
"high2958",25,-0.279808785174019
"high2959",49,0.231331621335453
"high296",10,9.134
"high2960",54,-0.2502917
"high2961",54,-0.2502917
"high2962",54,-0.2502917
"high2963",55,0.687319715863923
"high2964",51,0.146353197214364
"high2965",27,0.260826425527279
"high2966",55,0.687319715863923
"high2967",56,-0.280333082581458
"high2968",50,0.251199875828373
"high2969",46,0.197006069193618
"high297",3,-0.800000000000001
"high2970",48,0.220975439343995
"high2971",27,0.260826425527279
"high2972",27,0.260826425527279
"high2973",47,0.17121050152692
"high2974",47,0.17121050152692
"high2975",25,-0.279808785174019
"high2976",50,0.251199875828373
"high2977",26,0.216588097389286
"high2978",52,0.197006069193618
"high2979",26,0.216588097389286
"high298",10,9.134
"high2980",53,0.17121050152692
"high2981",51,0.146353197214364
"high2982",28,0.291627383631446
"high2983",52,0.197006069193618
"high2984",48,0.220975439343995
"high2985",54,-0.2502917
"high2986",25,-0.279808785174019
"high2987",52,0.197006069193618
"high2988",47,0.17121050152692
"high2989",28,0.291627383631446
"high299",6,-1.1039
"high2990",56,-0.280333082581458
"high2991",47,0.17121050152692
"high2992",48,0.220975439343995
"high2993",52,0.197006069193618
"high2994",28,0.291627383631446
"high2995",48,0.220975439343995
"high2996",46,0.197006069193618
"high2997",53,0.17121050152692
"high2998",56,-0.280333082581458
"high2999",49,0.231331621335453
"high3",6,-1.1039
"high30",9,12.62
"high300",3,-0.800000000000001
"high3000",45,0.146353197214364
"high3001",25,-0.279808785174019
"high3002",54,-0.2502917
"high3003",50,0.251199875828373
"high3004",50,0.251199875828373
"high3005",48,0.220975439343995
"high3006",50,0.251199875828373
"high3007",28,0.291627383631446
"high3008",49,0.231331621335453
"high3009",48,0.220975439343995
"high301",9,12.62
"high3010",45,0.146353197214364
"high3011",28,0.291627383631446
"high3012",52,0.197006069193618
"high3013",25,-0.279808785174019
"high3014",47,0.17121050152692
"high3015",50,0.251199875828373
"high3016",25,-0.279808785174019
"high3017",55,0.687319715863923
"high3018",50,0.251199875828373
"high3019",53,0.17121050152692
"high302",14,61.11
"high3020",47,0.17121050152692
"high3021",54,-0.2502917
"high3022",45,0.146353197214364
"high3023",25,-0.279808785174019
"high3024",47,0.17121050152692
"high3025",55,0.687319715863923
"high3026",51,0.146353197214364
"high3027",56,-0.280333082581458
"high3028",47,0.17121050152692
"high3029",50,0.251199875828373
"high303",5,-0.3429
"high3030",52,0.197006069193618
"high3031",27,0.260826425527279
"high3032",53,0.17121050152692
"high3033",46,0.197006069193618
"high3034",45,0.146353197214364
"high3035",28,0.291627383631446
"high3036",25,-0.279808785174019
"high3037",25,-0.279808785174019
"high3038",53,0.17121050152692
"high3039",49,0.231331621335453
"high304",10,9.134
"high3040",52,0.197006069193618
"high3041",51,0.146353197214364
"high3042",51,0.146353197214364
"high3043",27,0.260826425527279
"high3044",28,0.291627383631446
"high3045",28,0.291627383631446
"high3046",49,0.231331621335453
"high3047",46,0.197006069193618
"high3048",54,-0.2502917
"high3049",26,0.216588097389286
"high305",12,-3.159
"high3050",54,-0.2502917
"high3051",51,0.146353197214364
"high3052",48,0.220975439343995
"high3053",50,0.251199875828373
"high3054",52,0.197006069193618
"high3055",26,0.216588097389286
"high3056",27,0.260826425527279
"high3057",45,0.146353197214364
"high3058",49,0.231331621335453
"high3059",54,-0.2502917
"high306",6,-1.1039
"high3060",46,0.197006069193618
"high3061",54,-0.2502917
"high3062",54,-0.2502917
"high3063",54,-0.2502917
"high3064",27,0.260826425527279
"high3065",49,0.231331621335453
"high3066",55,0.687319715863923
"high3067",26,0.216588097389286
"high3068",54,-0.2502917
"high3069",27,0.260826425527279
"high307",11,10.77
"high3070",56,-0.280333082581458
"high3071",47,0.17121050152692
"high3072",46,0.197006069193618
"high3073",52,0.197006069193618
"high3074",45,0.146353197214364
"high3075",25,-0.279808785174019
"high3076",25,-0.279808785174019
"high3077",53,0.17121050152692
"high3078",53,0.17121050152692
"high3079",49,0.231331621335453
"high308",7,0
"high3080",55,0.687319715863923
"high3081",55,0.687319715863923
"high3082",47,0.17121050152692
"high3083",28,0.291627383631446
"high3084",27,0.260826425527279
"high3085",54,-0.2502917
"high3086",47,0.17121050152692
"high3087",25,-0.279808785174019
"high3088",53,0.17121050152692
"high3089",28,0.291627383631446
"high309",12,-3.159
"high3090",50,0.251199875828373
"high3091",50,0.251199875828373
"high3092",50,0.251199875828373
"high3093",48,0.220975439343995
"high3094",49,0.231331621335453
"high3095",49,0.231331621335453
"high3096",49,0.231331621335453
"high3097",25,-0.279808785174019
"high3098",46,0.197006069193618
"high3099",47,0.17121050152692
"high31",5,-0.3429
"high310",10,9.134
"high3100",45,0.146353197214364
"high3101",45,0.146353197214364
"high3102",46,0.197006069193618
"high3103",55,0.687319715863923
"high3104",54,-0.2502917
"high3105",54,-0.2502917
"high3106",47,0.17121050152692
"high3107",51,0.146353197214364
"high3108",53,0.17121050152692
"high3109",55,0.687319715863923
"high311",12,-3.159
"high3110",55,0.687319715863923
"high3111",47,0.17121050152692
"high3112",52,0.197006069193618
"high3113",52,0.197006069193618
"high3114",46,0.197006069193618
"high3115",51,0.146353197214364
"high3116",47,0.17121050152692
"high3117",49,0.231331621335453
"high3118",54,-0.2502917
"high3119",25,-0.279808785174019
"high312",4,2.1
"high3120",49,0.231331621335453
"high3121",49,0.231331621335453
"high3122",48,0.220975439343995
"high3123",47,0.17121050152692
"high3124",50,0.251199875828373
"high3125",49,0.231331621335453
"high3126",50,0.251199875828373
"high3127",50,0.251199875828373
"high3128",54,-0.2502917
"high3129",49,0.231331621335453
"high313",12,-3.159
"high3130",51,0.146353197214364
"high3131",53,0.17121050152692
"high3132",55,0.687319715863923
"high3133",53,0.17121050152692
"high3134",28,0.291627383631446
"high3135",51,0.146353197214364
"high3136",47,0.17121050152692
"high3137",48,0.220975439343995
"high3138",46,0.197006069193618
"high3139",48,0.220975439343995
"high314",4,2.1
"high3140",51,0.146353197214364
"high3141",49,0.231331621335453
"high3142",49,0.231331621335453
"high3143",49,0.231331621335453
"high3144",27,0.260826425527279
"high3145",27,0.260826425527279
"high3146",50,0.251199875828373
"high3147",55,0.687319715863923
"high3148",48,0.220975439343995
"high3149",56,-0.280333082581458
"high315",15,-0.16058
"high3150",26,0.216588097389286
"high3151",48,0.220975439343995
"high3152",53,0.17121050152692
"high3153",54,-0.2502917
"high3154",45,0.146353197214364
"high3155",56,-0.280333082581458
"high3156",45,0.146353197214364
"high3157",25,-0.279808785174019
"high3158",28,0.291627383631446
"high3159",47,0.17121050152692
"high316",2,0.8
"high3160",25,-0.279808785174019
"high3161",25,-0.279808785174019
"high3162",26,0.216588097389286
"high3163",50,0.251199875828373
"high3164",52,0.197006069193618
"high3165",53,0.17121050152692
"high3166",26,0.216588097389286
"high3167",26,0.216588097389286
"high3168",51,0.146353197214364
"high3169",49,0.231331621335453
"high317",11,10.77
"high3170",46,0.197006069193618
"high3171",48,0.220975439343995
"high3172",48,0.220975439343995
"high3173",51,0.146353197214364
"high3174",27,0.260826425527279
"high3175",52,0.197006069193618
"high3176",47,0.17121050152692
"high3177",27,0.260826425527279
"high3178",45,0.146353197214364
"high3179",27,0.260826425527279
"high318",6,-1.1039
"high3180",55,0.687319715863923
"high3181",46,0.197006069193618
"high3182",56,-0.280333082581458
"high3183",52,0.197006069193618
"high3184",56,-0.280333082581458
"high3185",54,-0.2502917
"high3186",56,-0.280333082581458
"high3187",54,-0.2502917
"high3188",47,0.17121050152692
"high3189",47,0.17121050152692
"high319",8,-1.432
"high3190",55,0.687319715863923
"high3191",52,0.197006069193618
"high3192",52,0.197006069193618
"high3193",55,0.687319715863923
"high3194",55,0.687319715863923
"high3195",28,0.291627383631446
"high3196",54,-0.2502917
"high3197",56,-0.280333082581458
"high3198",51,0.146353197214364
"high3199",52,0.197006069193618
"high32",13,-0.8486
"high320",15,-0.16058
"high3200",54,-0.2502917
"high321",3,-0.800000000000001
"high322",13,-0.8486
"high323",14,61.11
"high324",4,2.1
"high325",16,1
"high326",7,0
"high327",3,-0.800000000000001
"high328",9,12.62
"high329",15,-0.16058
"high33",13,-0.8486
"high330",6,-1.1039
"high331",11,10.77
"high332",1,0.2
"high333",4,2.1
"high334",1,0.2
"high335",7,0
"high336",15,-0.16058
"high337",11,10.77
"high338",11,10.77
"high339",7,0
"high34",1,0.2
"high340",1,0.2
"high341",1,0.2
"high342",15,-0.16058
"high343",10,9.134
"high344",12,-3.159
"high345",16,1
"high346",6,-1.1039
"high347",11,10.77
"high348",12,-3.159
"high349",7,0
"high35",8,-1.432
"high350",4,2.1
"high351",3,-0.800000000000001
"high352",12,-3.159
"high353",4,2.1
"high354",16,1
"high355",13,-0.8486
"high356",6,-1.1039
"high357",6,-1.1039
"high358",4,2.1
"high359",11,10.77
"high36",1,0.2
"high360",8,-1.432
"high361",16,1
"high362",11,10.77
"high363",4,2.1
"high364",9,12.62
"high365",5,-0.3429
"high366",1,0.2
"high367",6,-1.1039
"high368",13,-0.8486
"high369",16,1
"high37",6,-1.1039
"high370",10,9.134
"high371",6,-1.1039
"high372",13,-0.8486
"high373",13,-0.8486
"high374",2,0.8
"high375",1,0.2
"high376",4,2.1
"high377",2,0.8
"high378",3,-0.800000000000001
"high379",14,61.11
"high38",12,-3.159
"high380",12,-3.159
"high381",12,-3.159
"high382",1,0.2
"high383",8,-1.432
"high384",13,-0.8486
"high385",13,-0.8486
"high386",14,61.11
"high387",7,0
"high388",12,-3.159
"high389",9,12.62
"high39",14,61.11
"high390",2,0.8
"high391",12,-3.159
"high392",8,-1.432
"high393",16,1
"high394",3,-0.800000000000001
"high395",1,0.2
"high396",8,-1.432
"high397",6,-1.1039
"high398",5,-0.3429
"high399",5,-0.3429
"high4",2,0.8
"high40",6,-1.1039
"high400",11,10.77
"high401",9,12.62
"high402",1,0.2
"high403",10,9.134
"high404",1,0.2
"high405",16,1
"high406",2,0.8
"high407",1,0.2
"high408",3,-0.800000000000001
"high409",15,-0.16058
"high41",5,-0.3429
"high410",11,10.77
"high411",11,10.77
"high412",14,61.11
"high413",8,-1.432
"high414",9,12.62
"high415",9,12.62
"high416",12,-3.159
"high417",7,0
"high418",8,-1.432
"high419",3,-0.800000000000001
"high42",2,0.8
"high420",14,61.11
"high421",13,-0.8486
"high422",4,2.1
"high423",8,-1.432
"high424",1,0.2
"high425",11,10.77
"high426",1,0.2
"high427",7,0
"high428",5,-0.3429
"high429",6,-1.1039
"high43",16,1
"high430",12,-3.159
"high431",1,0.2
"high432",2,0.8
"high433",4,2.1
"high434",12,-3.159
"high435",1,0.2
"high436",3,-0.800000000000001
"high437",11,10.77
"high438",4,2.1
"high439",9,12.62
"high44",3,-0.800000000000001
"high440",14,61.11
"high441",7,0
"high442",2,0.8
"high443",11,10.77
"high444",4,2.1
"high445",3,-0.800000000000001
"high446",1,0.2
"high447",3,-0.800000000000001
"high448",10,9.134
"high449",14,61.11
"high45",8,-1.432
"high450",16,1
"high451",4,2.1
"high452",15,-0.16058
"high453",15,-0.16058
"high454",2,0.8
"high455",10,9.134
"high456",8,-1.432
"high457",15,-0.16058
"high458",9,12.62
"high459",10,9.134
"high46",2,0.8
"high460",13,-0.8486
"high461",7,0
"high462",16,1
"high463",16,1
"high464",15,-0.16058
"high465",11,10.77
"high466",8,-1.432
"high467",2,0.8
"high468",15,-0.16058
"high469",11,10.77
"high47",15,-0.16058
"high470",10,9.134
"high471",10,9.134
"high472",15,-0.16058
"high473",3,-0.800000000000001
"high474",11,10.77
"high475",7,0
"high476",16,1
"high477",7,0
"high478",8,-1.432
"high479",10,9.134
"high48",1,0.2
"high480",9,12.62
"high481",15,-0.16058
"high482",15,-0.16058
"high483",2,0.8
"high484",5,-0.3429
"high485",11,10.77
"high486",13,-0.8486
"high487",1,0.2
"high488",3,-0.800000000000001
"high489",3,-0.800000000000001
"high49",16,1
"high490",9,12.62
"high491",2,0.8
"high492",6,-1.1039
"high493",4,2.1
"high494",5,-0.3429
"high495",3,-0.800000000000001
"high496",15,-0.16058
"high497",8,-1.432
"high498",6,-1.1039
"high499",5,-0.3429
"high5",10,9.134
"high50",1,0.2
"high500",7,0
"high501",10,9.134
"high502",5,-0.3429
"high503",9,12.62
"high504",13,-0.8486
"high505",11,10.77
"high506",13,-0.8486
"high507",8,-1.432
"high508",6,-1.1039
"high509",5,-0.3429
"high51",13,-0.8486
"high510",7,0
"high511",12,-3.159
"high512",8,-1.432
"high513",12,-3.159
"high514",5,-0.3429
"high515",11,10.77
"high516",12,-3.159
"high517",11,10.77
"high518",15,-0.16058
"high519",11,10.77
"high52",4,2.1
"high520",1,0.2
"high521",1,0.2
"high522",4,2.1
"high523",3,-0.800000000000001
"high524",2,0.8
"high525",6,-1.1039
"high526",14,61.11
"high527",5,-0.3429
"high528",5,-0.3429
"high529",3,-0.800000000000001
"high53",3,-0.800000000000001
"high530",6,-1.1039
"high531",15,-0.16058
"high532",3,-0.800000000000001
"high533",10,9.134
"high534",13,-0.8486
"high535",8,-1.432
"high536",5,-0.3429
"high537",4,2.1
"high538",7,0
"high539",16,1
"high54",15,-0.16058
"high540",5,-0.3429
"high541",7,0
"high542",4,2.1
"high543",4,2.1
"high544",3,-0.800000000000001
"high545",6,-1.1039
"high546",4,2.1
"high547",1,0.2
"high548",10,9.134
"high549",15,-0.16058
"high55",7,0
"high550",13,-0.8486
"high551",14,61.11
"high552",1,0.2
"high553",4,2.1
"high554",2,0.8
"high555",12,-3.159
"high556",5,-0.3429
"high557",14,61.11
"high558",3,-0.800000000000001
"high559",1,0.2
"high56",3,-0.800000000000001
"high560",3,-0.800000000000001
"high561",6,-1.1039
"high562",10,9.134
"high563",6,-1.1039
"high564",9,12.62
"high565",9,12.62
"high566",13,-0.8486
"high567",14,61.11
"high568",2,0.8
"high569",13,-0.8486
"high57",13,-0.8486
"high570",5,-0.3429
"high571",14,61.11
"high572",7,0
"high573",10,9.134
"high574",12,-3.159
"high575",16,1
"high576",3,-0.800000000000001
"high577",10,9.134
"high578",4,2.1
"high579",5,-0.3429
"high58",3,-0.800000000000001
"high580",16,1
"high581",11,10.77
"high582",9,12.62
"high583",5,-0.3429
"high584",4,2.1
"high585",10,9.134
"high586",1,0.2
"high587",7,0
"high588",5,-0.3429
"high589",3,-0.800000000000001
"high59",8,-1.432
"high590",12,-3.159
"high591",1,0.2
"high592",6,-1.1039
"high593",1,0.2
"high594",6,-1.1039
"high595",2,0.8
"high596",2,0.8
"high597",1,0.2
"high598",12,-3.159
"high599",5,-0.3429
"high6",15,-0.16058
"high60",8,-1.432
"high600",6,-1.1039
"high601",2,0.8
"high602",11,10.77
"high603",13,-0.8486
"high604",11,10.77
"high605",11,10.77
"high606",16,1
"high607",2,0.8
"high608",7,0
"high609",4,2.1
"high61",12,-3.159
"high610",8,-1.432
"high611",12,-3.159
"high612",15,-0.16058
"high613",2,0.8
"high614",11,10.77
"high615",15,-0.16058
"high616",8,-1.432
"high617",8,-1.432
"high618",13,-0.8486
"high619",14,61.11
"high62",12,-3.159
"high620",5,-0.3429
"high621",2,0.8
"high622",11,10.77
"high623",7,0
"high624",2,0.8
"high625",4,2.1
"high626",3,-0.800000000000001
"high627",2,0.8
"high628",5,-0.3429
"high629",10,9.134
"high63",13,-0.8486
"high630",12,-3.159
"high631",7,0
"high632",9,12.62
"high633",1,0.2
"high634",3,-0.800000000000001
"high635",14,61.11
"high636",7,0
"high637",1,0.2
"high638",12,-3.159
"high639",11,10.77
"high64",10,9.134
"high640",8,-1.432
"high641",13,-0.8486
"high642",16,1
"high643",11,10.77
"high644",11,10.77
"high645",6,-1.1039
"high646",9,12.62
"high647",8,-1.432
"high648",4,2.1
"high649",5,-0.3429
"high65",8,-1.432
"high650",9,12.62
"high651",2,0.8
"high652",10,9.134
"high653",7,0
"high654",6,-1.1039
"high655",10,9.134
"high656",2,0.8
"high657",4,2.1
"high658",6,-1.1039
"high659",10,9.134
"high66",5,-0.3429
"high660",5,-0.3429
"high661",12,-3.159
"high662",11,10.77
"high663",14,61.11
"high664",12,-3.159
"high665",9,12.62
"high666",7,0
"high667",2,0.8
"high668",16,1
"high669",12,-3.159
"high67",8,-1.432
"high670",15,-0.16058
"high671",12,-3.159
"high672",4,2.1
"high673",1,0.2
"high674",16,1
"high675",11,10.77
"high676",10,9.134
"high677",15,-0.16058
"high678",2,0.8
"high679",10,9.134
"high68",4,2.1
"high680",14,61.11
"high681",11,10.77
"high682",15,-0.16058
"high683",2,0.8
"high684",7,0
"high685",1,0.2
"high686",4,2.1
"high687",15,-0.16058
"high688",7,0
"high689",13,-0.8486
"high69",7,0
"high690",1,0.2
"high691",15,-0.16058
"high692",9,12.62
"high693",12,-3.159
"high694",2,0.8
"high695",15,-0.16058
"high696",8,-1.432
"high697",3,-0.800000000000001
"high698",5,-0.3429
"high699",10,9.134
"high7",8,-1.432
"high70",6,-1.1039
"high700",11,10.77
"high701",14,61.11
"high702",5,-0.3429
"high703",6,-1.1039
"high704",1,0.2
"high705",14,61.11
"high706",7,0
"high707",16,1
"high708",11,10.77
"high709",14,61.11
"high71",6,-1.1039
"high710",2,0.8
"high711",9,12.62
"high712",5,-0.3429
"high713",7,0
"high714",14,61.11
"high715",10,9.134
"high716",5,-0.3429
"high717",8,-1.432
"high718",16,1
"high719",16,1
"high72",9,12.62
"high720",11,10.77
"high721",8,-1.432
"high722",7,0
"high723",1,0.2
"high724",11,10.77
"high725",10,9.134
"high726",4,2.1
"high727",3,-0.800000000000001
"high728",4,2.1
"high729",14,61.11
"high73",14,61.11
"high730",9,12.62
"high731",4,2.1
"high732",3,-0.800000000000001
"high733",15,-0.16058
"high734",14,61.11
"high735",2,0.8
"high736",2,0.8
"high737",16,1
"high738",4,2.1
"high739",15,-0.16058
"high74",9,12.62
"high740",8,-1.432
"high741",1,0.2
"high742",7,0
"high743",13,-0.8486
"high744",3,-0.800000000000001
"high745",14,61.11
"high746",13,-0.8486
"high747",12,-3.159
"high748",5,-0.3429
"high749",1,0.2
"high75",1,0.2
"high750",5,-0.3429
"high751",15,-0.16058
"high752",15,-0.16058
"high753",9,12.62
"high754",11,10.77
"high755",1,0.2
"high756",4,2.1
"high757",8,-1.432
"high758",2,0.8
"high759",4,2.1
"high76",15,-0.16058
"high760",7,0
"high761",7,0
"high762",14,61.11
"high763",2,0.8
"high764",4,2.1
"high765",13,-0.8486
"high766",3,-0.800000000000001
"high767",9,12.62
"high768",3,-0.800000000000001
"high769",1,0.2
"high77",12,-3.159
"high770",16,1
"high771",3,-0.800000000000001
"high772",8,-1.432
"high773",9,12.62
"high774",15,-0.16058
"high775",14,61.11
"high776",7,0
"high777",13,-0.8486
"high778",7,0
"high779",9,12.62
"high78",11,10.77
"high780",4,2.1
"high781",16,1
"high782",6,-1.1039
"high783",14,61.11
"high784",2,0.8
"high785",15,-0.16058
"high786",16,1
"high787",14,61.11
"high788",3,-0.800000000000001
"high789",6,-1.1039
"high79",6,-1.1039
"high790",3,-0.800000000000001
"high791",13,-0.8486
"high792",11,10.77
"high793",8,-1.432
"high794",16,1
"high795",5,-0.3429
"high796",9,12.62
"high797",16,1
"high798",3,-0.800000000000001
"high799",3,-0.800000000000001
"high8",1,0.2
"high80",9,12.62
"high800",1,0.2
"high801",5,-0.3429
"high802",7,0
"high803",3,-0.800000000000001
"high804",11,10.77
"high805",9,12.62
"high806",11,10.77
"high807",12,-3.159
"high808",14,61.11
"high809",9,12.62
"high81",15,-0.16058
"high810",12,-3.159
"high811",16,1
"high812",2,0.8
"high813",10,9.134
"high814",10,9.134
"high815",1,0.2
"high816",12,-3.159
"high817",8,-1.432
"high818",5,-0.3429
"high819",10,9.134
"high82",8,-1.432
"high820",5,-0.3429
"high821",5,-0.3429
"high822",2,0.8
"high823",7,0
"high824",14,61.11
"high825",11,10.77
"high826",12,-3.159
"high827",16,1
"high828",10,9.134
"high829",16,1
"high83",6,-1.1039
"high830",16,1
"high831",6,-1.1039
"high832",3,-0.800000000000001
"high833",2,0.8
"high834",5,-0.3429
"high835",2,0.8
"high836",10,9.134
"high837",8,-1.432
"high838",9,12.62
"high839",13,-0.8486
"high84",2,0.8
"high840",9,12.62
"high841",10,9.134
"high842",11,10.77
"high843",14,61.11
"high844",13,-0.8486
"high845",7,0
"high846",15,-0.16058
"high847",5,-0.3429
"high848",8,-1.432
"high849",5,-0.3429
"high85",16,1
"high850",7,0
"high851",8,-1.432
"high852",7,0
"high853",3,-0.800000000000001
"high854",14,61.11
"high855",2,0.8
"high856",4,2.1
"high857",2,0.8
"high858",16,1
"high859",6,-1.1039
"high86",13,-0.8486
"high860",3,-0.800000000000001
"high861",14,61.11
"high862",13,-0.8486
"high863",14,61.11
"high864",2,0.8
"high865",2,0.8
"high866",7,0
"high867",6,-1.1039
"high868",16,1
"high869",5,-0.3429
"high87",4,2.1
"high870",12,-3.159
"high871",2,0.8
"high872",15,-0.16058
"high873",12,-3.159
"high874",15,-0.16058
"high875",6,-1.1039
"high876",12,-3.159
"high877",5,-0.3429
"high878",14,61.11
"high879",5,-0.3429
"high88",10,9.134
"high880",5,-0.3429
"high881",14,61.11
"high882",3,-0.800000000000001
"high883",16,1
"high884",16,1
"high885",14,61.11
"high886",4,2.1
"high887",5,-0.3429
"high888",5,-0.3429
"high889",4,2.1
"high89",14,61.11
"high890",9,12.62
"high891",13,-0.8486
"high892",3,-0.800000000000001
"high893",9,12.62
"high894",6,-1.1039
"high895",12,-3.159
"high896",14,61.11
"high897",16,1
"high898",14,61.11
"high899",13,-0.8486
"high9",2,0.8
"high90",14,61.11
"high900",14,61.11
"high901",12,-3.159
"high902",4,2.1
"high903",6,-1.1039
"high904",9,12.62
"high905",15,-0.16058
"high906",6,-1.1039
"high907",6,-1.1039
"high908",10,9.134
"high909",8,-1.432
"high91",5,-0.3429
"high910",6,-1.1039
"high911",16,1
"high912",16,1
"high913",1,0.2
"high914",11,10.77
"high915",8,-1.432
"high916",7,0
"high917",12,-3.159
"high918",9,12.62
"high919",10,9.134
"high92",9,12.62
"high920",4,2.1
"high921",5,-0.3429
"high922",6,-1.1039
"high923",9,12.62
"high924",2,0.8
"high925",15,-0.16058
"high926",8,-1.432
"high927",16,1
"high928",4,2.1
"high929",3,-0.800000000000001
"high93",6,-1.1039
"high930",12,-3.159
"high931",8,-1.432
"high932",4,2.1
"high933",6,-1.1039
"high934",10,9.134
"high935",12,-3.159
"high936",10,9.134
"high937",1,0.2
"high938",15,-0.16058
"high939",16,1
"high94",8,-1.432
"high940",12,-3.159
"high941",8,-1.432
"high942",13,-0.8486
"high943",7,0
"high944",4,2.1
"high945",14,61.11
"high946",15,-0.16058
"high947",5,-0.3429
"high948",6,-1.1039
"high949",16,1
"high95",13,-0.8486
"high950",10,9.134
"high951",13,-0.8486
"high952",6,-1.1039
"high953",11,10.77
"high954",12,-3.159
"high955",15,-0.16058
"high956",13,-0.8486
"high957",3,-0.800000000000001
"high958",9,12.62
"high959",4,2.1
"high96",5,-0.3429
"high960",8,-1.432
"high961",13,-0.8486
"high962",9,12.62
"high963",13,-0.8486
"high964",16,1
"high965",16,1
"high966",7,0
"high967",4,2.1
"high968",4,2.1
"high969",13,-0.8486
"high97",13,-0.8486
"high970",11,10.77
"high971",6,-1.1039
"high972",1,0.2
"high973",11,10.77
"high974",15,-0.16058
"high975",5,-0.3429
"high976",13,-0.8486
"high977",11,10.77
"high978",8,-1.432
"high979",5,-0.3429
"high98",14,61.11
"high980",6,-1.1039
"high981",6,-1.1039
"high982",6,-1.1039
"high983",9,12.62
"high984",8,-1.432
"high985",3,-0.800000000000001
"high986",4,2.1
"high987",4,2.1
"high988",15,-0.16058
"high989",6,-1.1039
"high99",14,61.11
"high990",3,-0.800000000000001
"high991",4,2.1
"high992",8,-1.432
"high993",2,0.8
"high994",10,9.134
"high995",16,1
"high996",11,10.77
"high997",8,-1.432
"high998",12,-3.159
"high999",15,-0.16058
